id_setor,setor,dados_gerais,telefone,fax,email,id_unidade
733,2ª Vara Criminal e Tribunal do Juri e Execuções Criminais,1º andar,(11) 4506-1798,(11) Não Informado,carapic2cr@tjsp.jus.br,55
734,1ª Vara Civel,1º andar - sala 20,(11) 4506-1782,(11) Não Informado,carapic1cv@tjsp.jus.br,55
735,Ofício Criminal e Infância e Juventude,1º Ofício Criminal e Anexo da Infância e da Juventude,(11) 4506-1793,(11) Não Informado,carapicinf@tjsp.jus.br,55
736,2ª Vara Cível,1º andar,(11) 4506-1801,(11) Não Informado,carapic2cv@tjsp.jus.br,55
737,Serviço Anexo das Fazendas,Avenida Desembargador Eduardo Cunha de Abreu,(11) 4506-1786,(11) 2833-8950,carapicfaz@tjsp.jus.br,55
738,Diretoria de Serviços de Administração Geral,"Avenida Desembargador Eduardo Cunha de Abreu, 215- Vila Municipal - Carapicuíba",(11) 4506-1792,(11) Não Informado,carapicuibaadm@tjsp.jus.br,55
739,Ofício de Distribuição Judicial,térreo,(11) 4506-1784,(11) Não Informado,carapicuiba@tjsp.jus.br,55
740,181ª Subsecção da Ordem Advogados do Brasil,Não Informado,(11) 4184-7886 - Ramal n/c,(11) 4184-7886,Não Informado,55
741,1º Ofício Cível,Sala 01 - Andar Térreo,(11) 4506-1782,(11) Não Informado,carapic1cv@tjsp.jus.br,55
742,2ª Ofício Cível,Térreo,(11) 4506-1801,(11) Não Informado,carapic2cv@tjsp.jus.br,55
743,3ª Vara Cível,1º Andar - Sala - Prédio Anexo,(11) 4506-1796 - Ramal n/c,(11) Não Informado,carapic3cv@tjsp.jus.br,55
744,Vara do Juizado Especial Cível e Criminal,Não Informado,(11) 4506-1797,(11) Não Informado,carapicjec@tjsp.jus.br,55
745,Seção Administrativa de Distribuição de Mandados das Varas,"Avenida Desembargador Eduardo cunha de Abreu, 215 - Vila Municipal - Carapicuib",(11) 4506-1790,(11) Não Informado,carapicsadm@tjsp.jus.br,55
746,Setor de Conciliação,CEJUSC,(11) 4506-1791,(11) Não Informado,carapicjec@tjsp.jus.br,55
747,Copa dos magistrados,Não Informado,(11) Não Informado,(11) Não Informado,Não Informado,55
748,Copa dos funcionários,Não Informado,(11) Não Informado,(11) Não Informado,Não Informado,55
749,1º Ofício Criminal e Anexo da Infância e Juventude,carapic1cr@tjsp.jus.br,(11) 4506-1793,(11) Não Informado,carapic1cr@tjsp.jus.br,55
750,2º Ofício Criminal e Anexo das Execuções Criminais e Júri,"Avenida Desembargador Eduardo Cunha de Abreu, 215- Vila Municipal - Carapicuíba",(11) 4506-1798,(11) Não Informado,carapic2cr@tjsp.jus.br,55
751,Setor Psicossocial,"Avenida Desembargador Eduardo cunha de Abreu, 215 - Vila Municipal - Carapicuib",(11) 4506-1799,(11) Não Informado,Não Informado,55
752,Juizado Especial Cível e Criminal,térreo,(17) 3466-9302,(17) Não Informado,Não Informado,56
753,Vara Judicial,térreo,(17) 3466-9303 - Ramal Cível,(17) Não Informado,Não Informado,56
754,Ofício Judicial,Sala - térreo,(17) 3466-9303 - Ramal Cível,(17) Não Informado,Não Informado,56
755,Seção de Administração Geral,1º andar,(17) 3466-9307,(17) Não Informado,cardosoadm@tjsp.jus.br,56
756,Módulo Oficiais de Justiça,Não Informado,(17) 3466-9306,(17) Não Informado,Não Informado,56
757,Copa,Não Informado,(17) Não Informado,(17) Não Informado,Não Informado,56
758,Central de Atendimento,Não Informado,(17) 3466-9307,(17) Não Informado,Não Informado,56
759,CEJUSC - Centro Judiciário de Solução de Conflitos e Cidadania,Não Informado,(17) 3466-9305,(17) Não Informado,Não Informado,56
760,1ª Vara Judicial,Gabinete e Sala de Audiências,(19) 2160-1108,(19) Não Informado,casabranca1@tjsp.jus.br,57
761,1º Ofício Cível,térreo,(19) 2160-1103,(19) Não Informado,casabranca1@tjsp.jus.br,57
762,1º Ofício Criminal e Execuções Criminais,terreo,(19) 2160-1111,(19) Não Informado,casabranca1@tjsp.jus.br,57
764,Seção de Administração Geral,Não Informado,(19) 2160-1104,(19) Não Informado,casabrancaadm@tjsp.jus.br,57
765,Oficio Judicial- Seção Criminal,1º Ofício Criminal,(19) 2160-1111,(19) Não Informado,casabranca1@tjsp.jus.br,57
766,Distribuidor,terreo,(19) 2160-1107,(19) Não Informado,casabrancadistrib@tjsp.jus.br,57
767,Setor Técnico-Assistente Social,Não Informado,(19) 2160-1106,(19) Não Informado,casabrancaservicoso@tjsp.jus.br,57
768,Setor Técnico de Psicologia,Não Informado,(19) 2160-1106,(19) Não Informado,casabrancapsicologia@tjsp.jus.br,57
769,Portaria,andar superior,(19) 2160-1108,(19) Não Informado,Não Informado,57
770,2ª Vara Judicial,Gabinete e Sala de Audiências,(19) 2160-1108,(19) Não Informado,Não Informado,57
771,Grupo de Apoio ao Colégio Recursal da 43ª Circuscrição Judiciária,Não Informado,(19) 2160-1105,(19) Não Informado,casabrancacolrec@tjsp.jus.br,57
772,Central de Mandados,Não Informado,(19) 2160-1113,(19) Não Informado,casabrancasadm@tjsp.jus.br,57
773,Copa dos magistrados,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,57
774,Copa dos funcionários,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,57
775,2º ofício Cível,Seção Cível e Criminal,(19) 2160-1101 - Ramal Cível,(19) Não Informado,casabranca2@tjsp.jus.br,57
776,1ª Vara Cível,1º andar,(17) 3311-4379,(17) 9999-9999,catanduva1cv@tjsp.jus.br,58
777,2ª Vara Cível,1º andar,(17) 3311-4377,(17) 9999-9999,catanduva2cv@tjsp.jus.br,58
778,1ª Vara Criminal,1º andar,(17) 3311-4368,(17) 9999-9999,catanduva1cr@tjsp.jus.br,58
779,1º Ofício Cível,térreo,(17) 3311-4379,(17) 9999-9999,catanduva1cv@tjsp.jus.br,58
780,2º Ofício Cível,térreo,(17) 3311-4377,(17) 9999-9999,catanduva2cv@tjsp.jus.br,58
781,1º Ofício Criminal,térreo,(17) 3311-4368,(17) 9999-9999,catanduva1cr@tjsp.jus.br,58
782,Serviço Anexo das Fazendas,"Avenida São Domingos, 495",(17) 3311-3501,(17) 9999-9999,catanduvafaz@tjsp.jus.br,58
783,"Seção de Expediente, Finanças e Arquivo",térreo,(17) 3311-4351,(17) Não Informado,catanduvaadm@tjsp.jus.br,58
784,Seção de Pessoal e Corregedoria,térreo,(17) 3311-4395,(17) 9999-9999,catanduvaadm@tjsp.jus.br,58
785,Ofício de Distribuição Judicial,Não Informado,(17) 3311-4394,(17) 9999-9999,catanduva@tjsp.jus.br,58
786,3ª Vara Cível,1º andar,(17) 3311-4374,(17) 9999-9999,catanduva3cv@tjsp.jus.br,58
787,3º Ofício Cível,térreo,(17) 3311-4374,(17) 9999-9999,catanduva3cv@tjsp.jus.br,58
788,2ª Vara Criminal,1º andar,(17) 3311-4385,(17) 9999-9999,catanduva2cr@tjsp.jus.br,58
789,2º Ofício Criminal,térreo,(17) 3311-4385,(17) 9999-9999,catanduva2cr@tjsp.jus.br,58
790,Juizado Especial Cível,Não Informado,(17) 3311-4399,(17) 9999-9999,catanduvajec@tjsp.jus.br,58
791,Diretoria de Administração Geral,Não Informado,(17) 3311-4352,(17) 9999-9999,catanduvaadm@tjsp.jus.br,58
792,Vara da Família e das Sucessões,1º andar,(17) 3311-4382,(17) 9999-9999,catanduva1fam@tjsp.jus.br,58
793,Ofício da Família e das Sucessões,Não Informado,(17) 3311-4382,(17) 9999-9999,catanduva1fam@tjsp.jus.br,58
794,Vara do Juizado Especial Cível,1º andar,(17) 3311-4399,(17) 9999-9999,catanduvajec@tjsp.jus.br,58
795,Seção Administrativa de Distribuição de Mandados,térreo,(17) 3311-4393,(17) Não Informado,catanduvasadm@tjsp.jus.br,58
797,Copa,Não Informado,(17) Não Informado,(17) Não Informado,Não Informado,58
799,Colégio Recursal,Não Informado,(17) 3311-4373,(17) 9999-9999,catanduvacolrec@tjsp.jus.br,58
801,"Juizado Especial Cível, Criminal e da Fazenda Pública de Cerqueira César",Sala,(14) 2174-1159,(14) Não Informado,cerqcesarjec@tjsp.jus.br,59
802,1ª Vara Judicial,Ofício Judicial Único,(14) Não Informado,(14) Não Informado,cerqcesar1@tjsp.jus.br,59
804,Seção de Administração Geral,Não Informado,(14) 2174-1151,(14) Não Informado,cerqcesaradm@tjsp.jus.br,59
805,Setor Técnico - Assistente Social,Não Informado,(14) 2174-1152,(14) Não Informado,Não Informado,59
806,2ª Vara Judicial,Ofício Judicial Único,(14) Não Informado,(14) Não Informado,cerqcesar2@tjsp.jus.br,59
807,Juizado Especial Cível e Criminal,sala 20,(15) 3415-3957 - Ramal Atendimento,(15) 3415-3958,cerquilhojec@tjsp.jus.br,60
808,Vara Judicial,sala 04,(15) 3415-3960 - Ramal Supervisor,(15) 3415-3960,Não Informado,60
809,Ofício Judicial,"Avenida Washington Luiz, 2501",(15) 3415-3960 - Ramal Cível,(15) 3415-3960,cerquilho@tjsp.jus.br,60
810,Seção de Administração Geral,Adm,(15) 3415-3961 - Ramal Administrador,(15) 3415-3961,cerquilhoadm@tjsp.jus.br,60
811,Promotoria de Justiça,Ministério Público,(15) 3284-1027 - Ramal 15,(15) Não Informado,Não Informado,60
812,Ordem dos Advogados do Brasil,Sala 17,(15) 3384-1156 - Ramal 15,(15) Não Informado,Não Informado,60
813,Setor Técnico de Serviço Social,Assistente Social e Psicólogo,(15) 3415-3954,(15) 3415-3954,Não Informado,60
814,Distribuidor,Atribuição da Vara Única,(15) 3415-3962 - Ramal Atendimento,(15) 3415-3961,Não Informado,60
815,Módulo Oficiais de Justiça,Não Informado,(15) 3415-3956,(15) Não Informado,Não Informado,60
816,Copa dos magistrados,Não Informado,(15) Não Informado,(15) Não Informado,Não Informado,60
817,Copa dos funcionários,Não Informado,(15) Não Informado,(15) Não Informado,Não Informado,60
818,Central de Atendimento,Não Informado,(15) 3415-3962,(15) Não Informado,Não Informado,60
819,"Juizado Especial Cível, Criminal e Juizado Especial das Fazendas Públicas",Não Informado,(14) 3342-1291,(14) Não Informado,chavantesjec@tjsp.jus.br,61
820,Vara Judicial,Não Informado,(14) 3342-1926 - Ramal 212,(14) 3342-1926 - Ramal 209,Não Informado,61
821,Ofício Judicial,Não Informado,(14) 3342-1497,(14) 3342-1926 - Ramal 214,Não Informado,61
822,Sala da OAB,térreo,(14) 3342-1209,(14) 3342-1209,Não Informado,61
823,Sala dos Oficiais,Não Informado,(14) 3342-1926 - Ramal 215,(14) Não Informado,Não Informado,61
824,Ofício Judicial-Seção Cível,térreo,(14) 3342-1926 - Ramal 212,(14) 3342-1926,chavantes@tjsp.jus.br,61
825,Ofício Judicial-Seção criminal,Não Informado,(14) 3342-1926 - Ramal 210,(14) 3342-1926,Não Informado,61
826,Distribuidor,Não Informado,(14) 3342-1926 - Ramal 209,(14) Não Informado,Não Informado,61
827,Seção de Execução Fiscal,Não Informado,(14) 3342-1926 - Ramal 216,(14) Não Informado,Não Informado,61
828,Seção da Infância e Juventude,Não Informado,(14) 3342-1926 - Ramal 217,(14) Não Informado,Não Informado,61
829,Seção de Administração e Corregedoria Perm.,térreo,(14) 3342-1926 - Ramal 202,(14) Não Informado,chavantesadm@tjsp.jus.br,61
830,Setor Social,Não Informado,(14) 3342-1208,(14) Não Informado,Não Informado,61
831,Sala de audiência,Não Informado,(14) 3342-1926 - Ramal 203,(14) Não Informado,Não Informado,61
832,Copa,Não Informado,(14) Não Informado,(14) Não Informado,Não Informado,61
833,Central de Atendimento,Não Informado,(14) Não Informado,(14) Não Informado,Não Informado,61
835,Ofício Judicial,Horário de funcionamento 9h00 às 17h00,(17) 2141-1203,(17) Não Informado,colina@tjsp.jus.br,62
836,Seção de Administração Geral,Horário de funcionamento 9h00 às 17h00,(17) 2141-1210 - Ramal DDD 17,(17) Não Informado,colinaadm@tjsp.jus.br,62
837,Protocolo Geral - Administração,Horário de funcionamento 9h00 às 17h00,(17) 2141-1203 - Ramal DDD 17,(17) Não Informado,colinaadm@tjsp.jus.br,62
838,Assistência Social,Horário de atendimento: 9h00 às 15h00,(17) 2141-1202 - Ramal DDD 17,(17) Não Informado,colinaservicosocial@tjsp.jus.br,62
839,Seção de Distribuição Judicial,Horário de funcionamento 9h00 às 17h00,(17) 2141-1209 - Ramal DDD 17,(17) 2141-1209 - Ramal DDD 17,Não Informado,62
841,Ministério Público,Horário de funcionamento 9h00 às 17h00,(17) 3341-2298 - Ramal DDD 17,(17) Não Informado,Não Informado,62
842,OAB,Horário de funcionamento 9h00 às 17h00,(17) 3341-1648 - Ramal DDD 17,(17) Não Informado,Não Informado,62
845,Vara Judicial,Horário de funcionamento 9h00 às 17h00,(17) 2141-1203 - Ramal DDD 17,(17) Não Informado,Não Informado,62
849,Seção de Administração Geral,Térreo,(19) 3866-9902,(19) Não Informado,conchaladm@tjsp.jus.br,63
850,Ofício Judicial,Térreo,(19) 3866-9903,(19) Não Informado,conchal@tjsp.jus.br,63
851,Vara Judicial,Térreo,(19) 3866-9903,(19) Não Informado,conchal@tjsp.jus.br,63
852,Juizado Especial Cível e Criminal,terreo,(19) 3866-9905,(19) Não Informado,conchaljec@tjsp.jus.br,63
853,Módulo Oficiais de Justiça,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,63
854,Copa,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,63
865,JECC - Juizado Especial Cível e Criminal,térreo,(19) 3556-6602,(19) 3546-2500,cordeiropjec@tjsp.jus.br,65
871,Copa,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,65
872,Vara Judicial,1º andar,(19) 3204-1158,(19) Não Informado,Não Informado,66
873,Ofício Judicial,Térreo,(19) 3204-1155,(19) Não Informado,cosmopolis2@tjsp.jus.br,66
874,Seção de Administração Geral,Térreo,(19) 3204-1160,(19) Não Informado,cosmopolisadm@tjsp.jus.br,66
875,Ministério Público,1º andar,(19) 3872-3754,(19) 3872-3754,Não Informado,66
876,Ordem dos Advogados do Brasil,1º andar,(19) 3812-2500,(19) Não Informado,Não Informado,66
877,Setor Técnico de Serviço Social,1º andar,(19) 3204-1154,(19) Não Informado,Não Informado,66
878,"Seção de Expediente, Finanças e Arquivo",Não Informado,(11) Não Informado,(11) Não Informado,Não Informado,67
879,Seção de Pessoal e Corregedoria,Não Informado,(11) Não Informado,(11) Não Informado,Não Informado,67
880,1ª Vara Cível,Não Informado,(11) 4506-1240,(11) Não Informado,cotia1cv@tjsp.jus.br,67
881,2ª Vara Cível,Não Informado,(11) 4506-1251,(11) Não Informado,cotia2cv@tjsp.jus.br,67
882,1º Ofício Cível,sala,(11) 4506-1240,(11) Não Informado,cotia1cv@tjsp.jus.br,67
883,2º Ofício Cível,Não Informado,(11) 4506-1251,(11) Não Informado,cotia2cv@tjsp.jus.br,67
884,Ofício de Distribuição Judicial,Não Informado,(11) 4506-1256 - Ramal Distribuição,(11) Não Informado,cotia@tjsp.jus.br,67
885,3ª Vara Cível,Não Informado,(11) 4506-1258,(11) Não Informado,cotia3cv@tjsp.jus.br,67
886,3º Ofício Cível,Não Informado,(11) 4506-1258,(11) Não Informado,cotia3cv@tjsp.jus.br,67
887,Diretoria de Serviço de Administração Geral,Térreo,(11) 4506-1233,(11) Não Informado,cotiaadm@tjsp.jus.br,67
888,Vara Criminal,Não Informado,(11) Não Informado,(11) Não Informado,cotiacr@tjsp.jus.br,67
889,Ofício Criminal,"criminal, execução criminal e infância e juventude",(11) 4506-1234,(11) Não Informado,cotiacr@tjsp.jus.br,67
890,Central de Mandados,Não Informado,(11) 4506-1254,(11) Não Informado,cotiasadm@tjsp.jus.br,67
891,Copa,Não Informado,(11) Não Informado,(11) Não Informado,Não Informado,67
892,Juizado Especial Cível,térreo,(16) 2122-1054,(16) Não Informado,Não Informado,68
893,1ª Vara Judicial,1º pavimento,(16) Não Informado,(16) Não Informado,cravinhosadm@tjsp.jus.br,68
894,Ofício Judicial,térreo,(16) Não Informado,(16) Não Informado,cravinhos@tjsp.jus.br,68
895,Seção de Administração Geral,1º pavimento,(16) 2122-1056,(16) Não Informado,cravinhosadm@tjsp.jus.br,68
896,1ª Promotoria,Terreo,(16) Não Informado,(16) Não Informado,Não Informado,68
897,OAB,Térreo,(16) 3951-3498,(16) Não Informado,Não Informado,68
898,Banco do Brasil,Térreo,(16) 3951-4546,(16) Não Informado,Não Informado,68
899,Distribuidor,Térreo,(16) 2122-1052,(16) Não Informado,Não Informado,68
900,Execução Fiscal,Térreo,(16) 2122-1059,(16) Não Informado,Não Informado,68
901,Módulo Oficial de Justiça,Térreo,(16) 2122-1063,(16) Não Informado,Não Informado,68
902,Copa,Não Informado,(16) Não Informado,(16) Não Informado,Não Informado,68
903,3ª Vara Judicial,1º andar,(12) Não Informado,(12) Não Informado,Não Informado,69
904,3º Ofício Judicial,térreo,(12) 2122-6811,(12) Não Informado,cruzeirocrv@tjsp.jus.br,69
905,1ª Vara Judicial,1º andar,(12) Não Informado,(12) Não Informado,cruzeiro1cv@tjsp.jus.br,69
906,2ª Vara Judicial,1º andar,(12) 2122-6804,(12) Não Informado,cruzeiro2cv@tjsp.jus.br,69
907,1º Ofício Judicial,Terreo,(12) 2122-6809,(12) Não Informado,cruzeiro1cv@tjsp.jus.br,69
908,2º Ofício Judicial,térreo,(12) 2122-6813,(12) Não Informado,cruzeiro2cv@tjsp.jus.br,69
909,Seção de Administração Geral,1º andar,(12) 2122-6822,(12) Não Informado,cruzeiroadm@tjsp.jus.br,69
910,Seção de Distribuição Judicial,Não Informado,(12) 2122-6817,(12) Não Informado,cruzeiro@tjsp.jus.br,69
911,Vara do Juizado Especial Cível e Criminal,1º Andar,(12) 2122-6815,(12) Não Informado,cruzeirojec@tjsp.jus.br,69
912,Banco do Brasil,térreo,(12) 3143-6009,(12) Não Informado,Não Informado,69
913,OAB Seção 47,Não Informado,(12) 3144-0966,(12) Não Informado,Não Informado,69
914,1ª Promotoria,1º andar,(12) Não Informado,(12) Não Informado,Não Informado,69
915,2ª Promotoria,1º andar,(12) 3144-2124,(12) Não Informado,Não Informado,69
916,3ª Promotoria,1º andar,(12) 3144-2124,(12) Não Informado,Não Informado,69
917,Central de Mandados,1º Andar,(12) 2122-6824,(12) Não Informado,cruzeirosadm@tjsp.jus.br,69
918,Copa,Não Informado,(12) Não Informado,(12) Não Informado,Não Informado,69
919,Refeitório,Não Informado,(12) Não Informado,(12) Não Informado,Não Informado,69
920,CEJUSC - Centro Judiciário de Solução de Conflitos e Cidadania,Terreo,(12) 2122-6818,(12) Não Informado,cejusc.cruzeiro@tjsp.jus.br,69
921,Ofício do Juizado Especial Cível e Criminal,"Av. Joaquim Miguel Couto, 320 - Jd São Francisco - CUBATÃO/SP-CEP 11500-005",(13) 3325-6733,(13) Não Informado,cubataojec@tjsp.jus.br,70
922,1ª Vara Judicial,"Av. Joaquim Miguel Couto, nº 320-Jardim São Francisco-Cubatão",(13) 3325-6721,(13) Não Informado,cubatao1@tjsp.jus.br,70
923,2ª Vara Judicial,Não Informado,(13) 3325-6734,(13) Não Informado,cubatao2@tjsp.jus.br,70
924,1º Ofício Judicial,"Av. Joaquim Miguel Couto, nº 320-Jardim São Francisco-Cubatão",(13) 3325-6740,(13) Não Informado,cubatao1@tjsp.jus.br,70
925,2º Ofício Judicial,térreo - sala 03 Seção Cível,(13) 3325-6734,(13) Não Informado,cubatao2@tjsp.jus.br,70
926,3ª Vara Judicial,Avenida Joaquim Miguel Couto n° 374 - Jd. São Francisco - CUBATÃO-SP,(13) 3325-6719,(13) Não Informado,cubatao3@tjsp.jus.br,70
927,3º Ofício Judicial,Avenida Joaquim Miguel Couto n° 374 - Jd. São Francisco - CUBATÃO-SP,(13) 3325-6719,(13) Não Informado,cubatao3@tjsp.jus.br,70
928,Serviço de Administração,Av. Joaquim Miguel Couto nº 320 Jd. São Francisco Cubatão/SP.,(13) 3325-6710,(13) Não Informado,cubataoadm@tjsp.jus.br,70
929,"Seção de Expediente, Finanças e Arquivo",Av. Joaquim Miguel Couto nº 320 Jd. São Francisco Cubatão/SP.,(13) 3325-6714,(13) Não Informado,cubataoadm@tjsp.jus.br,70
930,4ª Vara Judicial,"Avenida Joaquim Miguel Couto, nº 320, Jardim São Francisco, Cubatão/SP",(13) 3325-6726,(13) Não Informado,cubatao4@tjsp.jus.br,70
931,4º Ofício Cível,"Avenida Joaquim Miguel Couto, nº 320, Jardim São Francisco, Cubatão/SP",(13) 3325-6726,(13) Não Informado,cubatao4@tjsp.jus.br,70
932,4º Ofício Criminal,"Avenida Joaquim Miguel Couto, nº 320, Jardim São Francisco, Cubatão/SP",(13) 3325-6709,(13) Não Informado,cubatao4@tjsp.jus.br,70
933,Cartório da Infância e Juventude,Avenida Joaquim Miguel Couto n° 374 - Jd. São Francisco - CUBATÃO-SP,(13) 3325-6736,(13) Não Informado,cubatao3@tjsp.jus.br,70
934,Vara do Juizado Especial Cível e Criminal,"Av. Joaquim Miguel Couto, 320 Jd. São Francisco Cubatão - SP.",(13) 3325-6733,(13) Não Informado,cubataojec@tjsp.jus.br,70
935,Banco do Brasil,Não Informado,(13) 3372-5150 - Ramal 33611344,(13) Não Informado,Não Informado,70
936,Ordem dos Advogados do Brasil - 121ª Subsecção,Não Informado,(13) 13 - 33612620,(13) Não Informado,cubatao@oabsp.org.br,70
937,Ministério Público,Não Informado,(13) 3361-3357,(13) Não Informado,Não Informado,70
938,Departamento Pessoal e Corregedoria,"Av. Joaquim Miguel Couto, 320 Jd. São Francisco Cubatão/SP.",(13) 3325-6711,(13) Não Informado,cubataoadm@tjsp.jus.br,70
939,1º Ofício Criminal,"Av. Joaquim Miguel Couto, nº 320-Jardim São Francisco-Cubatão",(13) 3325-6741,(13) Não Informado,cubatao1@tjsp.jus.br,70
940,2º Ofício Criminal,Não Informado,(13) 3325-6738,(13) Não Informado,cubatao2@tjsp.jus.br,70
941,3º Ofício Criminal,Avenida Joaquim Miguel Couto n° 374 - Jd. São Francisco - CUBATÃO-SP,(13) 3325-6736,(13) Não Informado,cubatao3@tjsp.jus.br,70
942,Copa dos magistrados,Não Informado,(13) Não Informado,(13) Não Informado,Não Informado,70
943,Copa dos funcionários,Não Informado,(13) Não Informado,(13) Não Informado,Não Informado,70
944,Protocolo,Cesar Linhares Ribeiro,(13) 3325-6716,(13) Não Informado,Não Informado,70
945,STI apoio aos usuário,"Av. Joaquim Miguel Couto, 320 Jd. São Francisco Cubatão - SP.",(13) 3325-6724,(13) Não Informado,Não Informado,70
946,Juizado Especial Cível e Criminal,Pavimento Inferior,(12) 2138-3952,(12) 2138-3952,cunhajec@tjsp.jus.br,71
947,Vara Judicial,Pavimento Superior,(12) Não Informado,(12) Não Informado,cunhasp@tjsp.jus.br,71
948,Ofício Judicial,Pavimento Térreo,(12) 2138-3951,(12) Não Informado,cunhasp@tjsp.jus.br,71
949,Seção de Administração Geral,Pavimento Térreo,(12) 2138-3953,(12) 2138-3953,cunhaspadm@tjsp.jus.br,71
950,Ministério Público,Pav. Superior,(12) 3111-1591,(12) 3111-1591,cunhaspadm@tjsp.jus.br,71
951,Sala dos Advogados,Pavimento Inferior,(12) 3111-1545,(12) 3111-1545,cunhaspadm@tjsp.jus.br,71
953,Banco do Brasil,Pavimento Térreo,(12) 3111-1780,(12) 3111-1780,Não Informado,71
955,Copa,Não Informado,(12) Não Informado,(12) Não Informado,Não Informado,71
956,Juizado Especial Cível,Térreo,(19) 2145-9015 - Ramal DDD-19,(19) Não Informado,descalvjec@tjsp.jus.br,72
957,2ª Vara Judicial,Não Informado,(19) 2145-9019 - Ramal DDD-19,(19) Não Informado,descalv2@tjsp.jus.br,72
958,2º Ofício Judicial,Não Informado,(19) 2145-9014 - Ramal DDD-19,(19) Não Informado,Não Informado,72
959,Seção de Distribuição Judicial,Não Informado,(19) 2145-9011 - Ramal DDD-19,(19) Não Informado,descalvado@tjsp.jus.br,72
960,1ª Vara Judicial,Não Informado,(19) 2145-9012 - Ramal DDD-19,(19) Não Informado,descalv1@tjsp.jus.br,72
961,1º Ofício Judicial,Não Informado,(19) 2145-9010 - Ramal DDD-19,(19) Não Informado,descalv1@tjsp.jus.br,72
962,Seção de Administração Geral,Não Informado,(19) 2145-9001 - Ramal DDD-19,(19) Não Informado,descalvadoadm@tjsp.jus.br,72
963,Central de Mandados,Não Informado,(19) 2145-9013,(19) Não Informado,descalvadosadm@tjsp.jus.br - Ramal DDD-19,72
965,O.J.E.C.I.J.IDOSO COM.DIADEMA,Térreo,(11) 2763-8662,(11) Não Informado,diademajuri@tjsp.jus.br,73
966,1º Ofício Criminal,Térreo,(11) 2763-8669,(11) Não Informado,diadema1cr@tjsp.jus.br,73
967,1ª Vara Criminal,Não Informado,(11) 2763-8669,(11) Não Informado,diadema1cr@tjsp.jus.br,73
968,2ª Vara Criminal,Não Informado,(11) 2763-8667 - Ramal 224,(11) Não Informado,diadema2cr@tjsp.jus.br,73
969,2º Ofício Criminal,Não Informado,(11) 2763-8667 - Ramal 224,(11) Não Informado,diadema2cr@tjsp.jus.br,73
970,Administração,Não Informado,(11) 2763-8688,(11) Não Informado,diademaadm@tjsp.jus.br,73
971,"Seção de Expediente, Finanças e Arquivo",Não Informado,(11) 2763-8689,(11) Não Informado,diademaadm@tjsp.jus.br,73
972,Seção de Pessoal e Corregedoria,Não Informado,(11) 2763-8688,(11) Não Informado,diademaadm@tjsp.jus.br,73
973,Ofício de Distribuição Judicial,Não Informado,(11) 2763-8665,(11) Não Informado,diadema@tjsp.jus.br,73
974,3ª Vara Criminal,Não Informado,(11) 2763-8672 - Ramal 215,(11) Não Informado,diadema3cr@tjsp.jus.br,73
975,3º Ofício Criminal,Não Informado,(11) 2763-8672,(11) Não Informado,diadema3cr@tjsp.jus.br,73
977,Juizado Especial Cível e Juizado Especial Criminal,Não Informado,(14) 3632-9022,(14) 3632-9022,doiscorregosjec@tjsp.jus.br,74
978,Vara Judicial,Fórum da Comarca de Dois Córregos,(14) 3632-9017,(14) Não Informado,doiscorregos@tjsp.jus.br,74
979,Cartório Cível,Funciona junto com o Cartório Criminal,(14) Não Informado,(14) 3652-9017,doiscorregos@tjsp.jus.br,74
980,Administração Geral,HORÁRIO DE ATENDIMENTO: DAS 09:00 HS ÀS 17:00 HS,(14) 3632-9011,(14) Não Informado,doiscorregosadm@tjsp.jus.br,74
981,Anexo Fiscal,Não Informado,(14) 3632-9023,(14) Não Informado,doiscorregos@tjsp.jus.br,74
982,"CartórioCriminal, Exec.Criminais e Infância e Juventude",e Cart. Cível e da Infância e Juventude,(14) 3632-9017 - Ramal Ofício Judicial,(14) 3632-9017,doiscorregos@tjsp.jus.br,74
983,Distribuidor,Não Informado,(14) 3632-9011,(14) 3632-9011,doiscorregos1@tjsp.jus.br,74
984,Setor Técnico de Serviço Social,Não Informado,(14) 3632-9010 - Ramal Assist. Social,(14) 3632-9021 - Ramal Psicologia,Não Informado,74
985,Promotoria de Justiça,Não Informado,(14) 3652-2487,(14) Não Informado,Não Informado,74
986,Copa,Não Informado,(14) Não Informado,(14) Não Informado,doiscorregosadm@tjsp.jus.br,74
987,3ª Vara Judicial,Não Informado,(18) 2137-1418,(18) Não Informado,Não Informado,75
988,3º Ofício Judicial,Não Informado,(18) 2137-1417 - Ramal Cível,(18) 2137-1427 - Ramal Crime-Infância,dracena3@tjsp.jus.br,75
989,1ª Vara Judicial,Não Informado,(18) 2137-1416,(18) Não Informado,Não Informado,75
990,1º Ofício Judicial,Não Informado,(18) 2137-1413 - Ramal Cível,(18) 2137-1416 - Ramal Crime-Execução,dracena1@tjsp.jus.br,75
991,Seção de Administração Geral,1º andar,(18) 2137-1401,(18) Não Informado,dracenaadm@tjsp.jus.br,75
992,2ª Vara Judicial,Não Informado,(18) 2137-1423,(18) Não Informado,Não Informado,75
