id_unidade,unidade,telefone,fax,email,cj,num_varas_instaladas,entrancia,dist_capital,tensao_eletrica,endereco_lougradouro,endereco_cep,endereco_municipio,endereco_uf,id_comarca,comarca_corrigido,id_cj
205,Fórum I Pereira Barreto,(18) 2192-1604,Não Informado,pereirabarretoadm@tjsp.jus.br,Andradina,3,Entrância Inicial,563.01 Km,110V,"Rua Francisca Senhorinha Carneiro , s/n - Vila Municipal",15371-274,Pereira Barreto,SP,3537404.0,Pereira Barreto,37.0
206,Fórum Peruíbe,(13) 3346-9266,Não Informado,peruibeadm@tjsp.jus.br,Itanhaém,2,Entrância Inicial,93.39 Km,110V,"Rua Nilo Soares Ferreira , 185 - Centro",11750-000,Peruíbe,SP,3537602.0,Peruíbe,56.0
207,FÓRUM DESEMBARGADOR OSWALDO PINTO DO AMARAL,(15) 2102-5902,(15) 2102-5902,Não Informado,Sorocaba,2,Entrância Inicial,82.71 Km,110V,"Praça Raul Gomes de Abreu , 73 - Centro",18170-000,Piedade,SP,3537800.0,Piedade,19.0
208,Fórum Desembargador Renato Carlos Mascarenhas (Prédio Principal),(15) 3414-8759,Não Informado,pilardosuladm@tjsp.jus.br,Sorocaba,0,Entrância Inicial,113.85 Km,220V,"Praça Padre Luis Trentini , 330 - centro",18185-000,Pilar do Sul,SP,3537909.0,Pilar do Sul,19.0
209,Fórum Juiz José Roberto Paim,Não Informado,Não Informado,pindaadm@tjsp.jus.br,Taubaté,5,Entrância Final,138.57 Km,110V,"Rua Alcides Ramos Nogueira , nº 780 - Socorro",12421705,Pindamonhangaba,SP,3538006.0,Pindamonhangaba,47.0
210,Fórum Pinhalzinho,(11) 4322-9677,Não Informado,pinhalzinhoadm@tjsp.jus.br,Bragança Paulista,1,Entrância Inicial,85.63 Km,110V,"Rua Boa Esperança , 266 - Centro",12995-000,Pinhalzinho,SP,3538204.0,Pinhalzinho,6.0
211,FORO DA COMARCA DE PIQUETE,(12) 2124-9951,Não Informado,piqueteadm@tjsp.jus.br,Guaratinguetá,1,Entrância Inicial,181.90 Km,110V,"Rua Professora Maria de Lourdes Brito Vilar , s/n - Centro",12620-000,Piquete,SP,3538501.0,Piquete,48.0
212,Fórum Desembargador Joaquim Barbosa de Almeida,Não Informado,(11) 2838-7952,piracaiaadm@tjsp.jus.br,Bragança Paulista,2,Entrância Inicial,61.83 Km,220V,"Rua Benedito Vieira da Silva , 300 - Centro",12970-000,Piracaia,SP,3538600.0,Piracaia,6.0
213,Fórum Piracicaba I - (Principal),Não Informado,Não Informado,piracicabaadm@tjsp.jus.br,Piracicaba,16,Entrância Final,138.21 Km,110V,"Rua Bernardino de Campos , 55 - Alemães",13417-901,Piracicaba,SP,3538709.0,Piracicaba,34.0
214,Fórum Dr. Simão Eugênio de Oliveira Lima,(14) 3351-2896,Não Informado,pirajuadm@tjsp.jus.br,Ourinhos,2,Entrância Inicial,283.22 Km,110V,"Praça Joaquim Antonio Arruda , 126 - Centro",18800-049,Piraju,SP,3538808.0,Piraju,25.0
215,Fórum Pirajuí  (Alexandre Delphino Amorim Lima),(14) 0000-0000,Não Informado,pirajuiadm@tjsp.jus.br,Bauru,2,Entrância Inicial,336.60 Km,110V,"Praça Doutor Pedro da Rocha Braga , 43 - Centro",16600-041,Pirajuí,SP,3538907.0,Pirajuí,32.0
216,Dr. Antonio José Machado Dias,(18) 3259-8456,Não Informado,Não Informado,Presidente Prudente,0,Entrância Inicial,517.84 Km,110V,"Rua Dr. Carlos Alberto Leite Boulhosa, 525 , 525 - Jardim Morada do Sol",19200-000,Pirapozinho,SP,3539202.0,Pirapozinho,27.0
217,Fórum Pirassununga I - (Principal),(19) 2134-5720,(19) 3561-3197,pirassunungaadm@tjsp.jus.br,Pirassununga,3,Entrância Final,190.63 Km,110V,"Rua José Bonifácio , 70 - Centro",13631-062,Pirassununga,SP,3539301.0,Pirassununga,11.0
218,Fórum Piratininga - (Arthur César da Silva Whitaker),(14) 2216-5956,Não Informado,piratiningaadm@tjsp.jus.br,Bauru,1,Entrância Inicial,285.24 Km,220V,"Rua Doutor José Lisboa Jr. , 67 - Centro",17490058,Piratininga,SP,3539400.0,Piratininga,32.0
219,Fórum da Comarca de  Pitangueiras,(16) 3957-9601,(16) 3957-9601,pitangueirasadm@tjsp.jus.br,Jaboticabal,2,Entrância Inicial,326.07 Km,110V,"Rua Doutor Euclides Zanini Caldas , 713 - Centro",14750-000,Pitangueiras,SP,3539509.0,Pitangueiras,42.0
220,Fórum da Comarca de Poá,(11) 2388-9431,Não Informado,poaadm@tjsp.jus.br,Mogi das Cruzes,4,Entrância Intermediária,29.75 Km,110V,"Av. Nove de Julho , 478 - Centro",08557-100,Poá,SP,3539806.0,Poá,45.0
221,Fórum Dr. Antonio da Rocha Paes,(14) 3452-2022,(14) 3452-1860,pompeiaadm@tjsp.jus.br,Marília,2,Entrância Inicial,396.10 Km,110V,"Rua Clementino José de Paula , 387 - Centro",17580-089,Pompéia,SP,3540002.0,Pompéia,31.0
222,"""JUIZ MANUEL CARLOS DE FIGUEIREDO FERRAZ FILHO""",(16) 2178-5301,(16) 2178-5307,Não Informado,Ribeirão Preto,2,Entrância Inicial,315.59 Km,110V,"Rua João dos Reis , 544 - centro",14180-000,Pontal,SP,3540200.0,Pontal,41.0
223,Fórum Porangaba I,(15) 3257-9602,Não Informado,porangabaadm@tjsp.jus.br,Itapetininga,1,Entrância Inicial,157.51 Km,220V,"Rua Vereador Braz Gica da Paz , 193 - Centro",18260-000,Porangaba,SP,3540507.0,Porangaba,22.0
224,Fórum Porto Feliz,Não Informado,Não Informado,portofelizadm@tjsp.jus.br,Itu,2,Entrância Inicial,97.90 Km,220V,"Avenida José Maurino , 252 - Centro",18540-000,Porto Feliz,SP,3540606.0,Porto Feliz,20.0
225,Fórum Dr. Luiz Guilherme Wertheimer,(19) 2156-9102,Não Informado,portoferreiraadm@tjsp.jus.br,Pirassununga,3,Entrância Inicial,207.25 Km,220V,"Rua Doutor Carlindo Valeriani , 525 - Centro",13660-017,Porto Ferreira,SP,3540705.0,Porto Ferreira,11.0
226,Fórum Potirendaba,(17) 3827-4515,Não Informado,potirendabaadm@tjsp.jus.br,São José do Rio Preto,2,Entrância Inicial,396.33 Km,110V,"Rua Pedro Siqueira , 1042 - Jardim do Bosque",15105-000,Potirendaba,SP,3540804.0,Potirendaba,16.0
227,Fórum Praia Grande - (Dr. Guilherme Penteado Campos,Não Informado,Não Informado,praiagdeadm@tjsp.jus.br,Santos,12,Entrância Final,56.17 Km,110V,"Avenida Doutor Roberto de Almeida Vinhas , 9101 - Vila Mirim",11705-900,Praia Grande,SP,3541000.0,Praia Grande,1.0
228,Fórum Presidente Epitácio,(18) 2146-1301,Não Informado,epitacioadm@tjsp.jus.br,Presidente Venceslau,2,Entrância Inicial,596.24 Km,220V,"Avenida Pres. Vargas , 1-31 - centro",19470-000,Presidente Epitácio,SP,3541307.0,Presidente Epitácio,28.0
229,Fórum Ministro Pedro Lessa,(18) 2144-9001,(18) 2144-9001,bernardesadm@tjsp.jus.br,Presidente Prudente,1,Entrância Inicial,532.40 Km,110V,"Rua Dr. Armando Falcone , s/n - Centro",19300-000,Presidente Bernardes,SP,3541208.0,Presidente Bernardes,27.0
230,Fórum Presidente Prudente - Francisco de Souza Nogueira,Não Informado,Não Informado,prudenteadm@tjsp.jus.br,Presidente Prudente,14,Entrância Final,512.04 Km,220V,"Avenida Coronel José Soares Marcondes , 2201 - Vila Comercial",19013-050,Presidente Prudente,SP,3541406.0,Presidente Prudente,27.0
231,Fórum Presidente Venceslau - J.P.C. Cardoso,(18) 2145-1313,Não Informado,venceslauadm@tjsp.jus.br,Presidente Venceslau,3,Entrância Intermediária,565.55 Km,110V,"Avenida Faustino Rodrigues Azenha , 1500 - Jd Europa",19400-117,Presidente Venceslau,SP,3541505.0,Presidente Venceslau,28.0
232,Fórum I de Promissão,Não Informado,Não Informado,promissaoadm@tjsp.jus.br,Lins,2,Entrância Inicial,399.32 Km,110V,"Avenida Rio Grande , 730 - Centro",16370-000,Promissão,SP,3541604.0,Promissão,35.0
233,Fórum I da Comarca de Quatá,(18) 3366-1003,(18) 3366-1564,quataadm@tjsp.jus.br,Assis,1,Entrância Inicial,440.43 Km,220V,"Avenida Rui Barbosa , 844 - Centro",19780-000,Quatá,SP,3541703.0,Quatá,26.0
234,Fórum Desembargador Ferreira França,(12) 2124-9911,Não Informado,queluzadm@tjsp.jus.br,Guaratinguetá,1,Entrância Inicial,221.20 Km,110V,"Praça Portugal , 174 - Centro",12800-000,Queluz,SP,3541901.0,Queluz,48.0
235,Fórum Rancharia I (Desembargador Volney Correa Leite de Moraes Júnior),Não Informado,Não Informado,ranchariaadm@tjsp.jus.br,Presidente Prudente,2,Entrância Inicial,460.04 Km,220V,"Rua Marcílio Dias , 615 - Centro",19600-035,Rancharia,SP,3542206.0,Rancharia,27.0
236,Fórum da Comarca de Regente Feijó I,(18) 3279-9501,(18) 3279-9501,regfeijoadm@tjsp.jus.br,Presidente Prudente,1,Entrância Inicial,500.29 Km,110V,"Rua Carlos Beltrami , 10 - Portal do Sol",19570-000,Regente Feijó,SP,3542404.0,Regente Feijó,27.0
237,Fórum de Registro I (Dr. Cyro Camargo da Fonseca),(13) 2130-5922,Não Informado,registroadm@tjsp.jus.br,Registro,5,Entrância Final,161.17 Km,110V,"Rua Jerônimo Monteiro Lopes , 93 - V. S. Francisco",11900-000,Registro,SP,3542602.0,Registro,21.0
238,Fórum I Ribeirão Bonito,(16) 3344-1160,(16) 3344-1732,ribeiraobonitoadm@tjsp.jus.br,São Carlos,1,Entrância Inicial,228.10 Km,220V,"Rua Governador Pedro de Toledo , 231 - Centro",13580-000,Ribeirão Bonito,SP,3542909.0,Ribeirão Bonito,12.0
239,Fórum Ribeirão Pires I,(11) 2192-2414,Não Informado,ribeiraopiresadm@tjsp.jus.br,Santo André,3,Entrância Intermediária,29.06 Km,220V,"Avenida Prefeito Valdirio Prisco , 150 - Centro",09400-005,Ribeirão Pires,SP,3543303.0,Ribeirão Pires,3.0
240,Tribunal de Justiça da Comarca de Ribeirão Preto - Prédio I,Não Informado,Não Informado,Não Informado,Ribeirão Preto,25,Entrância Final,289.85 Km,220V,"Rua Alice Alem Saadi,1010 , 1010 - Nova Ribeirânia",14096-570,Ribeirão Preto,SP,3543402.0,Ribeirão Preto,41.0
241,Fórum Rio Claro I - (Principal),(19) 3524-4722,Não Informado,rioclaroadm@tjsp.jus.br,Rio Claro,6,Entrância Final,157.95 Km,110V,"Avenida 5 nº 535 , 535 - Centro",13500-380,Rio Claro,SP,3543907.0,Rio Claro,9.0
242,Fórum de Rio das Pedras,(19) 2174-1604,(19) 2174-1605,riodaspedrasadm@tjsp.jus.br,Piracicaba,1,Entrância Inicial,126.38 Km,110V,"Rua Prudente de Morais , 136 - Centro",13390-003,Rio das Pedras,SP,3544004.0,Rio das Pedras,34.0
243,Fórum Rosana,(18) 2204-5051,(18) 0000-0000,rosanaspadm@tjsp.jus.br,Presidente Venceslau,1,Entrância Inicial,665.78 Km,220V,"Rua Curimbatá , 788/802 - Primavera",19274-000,Rosana,SP,3544251.0,Rosana,28.0
244,JUIZ ALBERTO GENTIL DE ALMEIDA PEDROSO FILHO,(12) 3203-1606,Não Informado,roseiraadm@tjsp.jus.br,Guaratinguetá,2,Entrância Inicial,154.01 Km,110V,"Rua Dom Epaminondas , 54 - Centro",12580-000,Roseira,SP,3544301.0,Roseira,48.0
245,Fórum Salesópolis (Juiz Messias José de Melo Souza),(11) 2838-7716,Não Informado,salesopolisadm@tjsp.jus.br,São José dos Campos,1,Entrância Inicial,80.55 Km,220V,"Rua Antonio Pereira de Souza , 30 - Centro",08970-000,Salesópolis,SP,3545001.0,Salesópolis,46.0
246,Fórum Salto I (Principal),(11) 3414-4316,Não Informado,saltoadm@tjsp.jus.br,Itu,3,Entrância Intermediária,76.83 Km,110V,"Avenida Dom Pedro II , 261 - Centro",13320-240,Salto,SP,3545209.0,Salto,20.0
247,Fórum de Santa Adélia I,(17) 3571-3405,Não Informado,santadeliaadm@tjsp.jus.br,Catanduva,1,Entrância Inicial,339.63 Km,220V,"Praça Doutor Adhemar de Barros , 255 - Centro",15950-000,Santa Adélia,SP,3545605.0,Santa Adélia,15.0
248,Desembargador Adérito Pereira da Silva,(19) 3026-8332,(19) 3026-8332,santabarbaraadm@tjsp.jus.br,Americana,5,Entrância Final,118.83 Km,110V,"Praça D.Carolina , 40 - Jardim Panambi",13450-515,Santa Bárbara d'Oeste,SP,3545803.0,Santa Bárbara d'Oeste,53.0
249,Fórum Desembargador Roberto Maldonado Loureiro,(12) 2138-5701,(12) 2138-5702,santabrancaadm@tjsp.jus.br,São José dos Campos,2,Entrância Inicial,78.51 Km,220V,"Rua Coronel Alfredo de Lima , 90 - Centro",12380-000,Santa Branca,SP,3546009.0,Santa Branca,46.0
250,Fórum Santa Cruz das Palmeiras I,(19) 3672-9554,Não Informado,stacruzpalmeirasadm@tjsp.jus.br,Casa Branca,1,Entrância Inicial,201.42 Km,220V,"Avenida do Café , 665 - Centro",13650-013,Santa Cruz das Palmeiras,SP,3546306.0,Santa Cruz das Palmeiras,43.0
251,Fórum Doutor Augusto José da Costa,(14) 2227-1422,Não Informado,stacruzpardoadm@tjsp.jus.br,Ourinhos,4,Entrância Intermediária,314.61 Km,110V,"Av Doutor Cyro de Mello Camarinha , 606 - Centro",18900-073,Santa Cruz do Rio Pardo,SP,3546405.0,Santa Cruz do Rio Pardo,25.0
252,Fórum Santa Fé do Sul I,Não Informado,Não Informado,santafeadm@tjsp.jus.br,Jales,3,Entrância Inicial,577.50 Km,110V,"Avenida Conselheiro Antonio Prado , 1662 - Centro",15775-000,Santa Fé do Sul,SP,3546603.0,Santa Fé do Sul,55.0
253,Fórum  Santa Isabel I,(11) 4635-7951,Não Informado,santaisabeladm@tjsp.jus.br,Guarulhos,3,Entrância Inicial,49.58 Km,110V,"Praça da Bandeira , s/n - Centro",07500-000,Santa Isabel,SP,3546801.0,Santa Isabel,44.0
254,Fórum Prof. Antonio Calixto Leal,(19) 2148-5051,Não Informado,santaritaadm@tjsp.jus.br,Pirassununga,2,Entrância Inicial,221.88 Km,220V,"Rua Victor Annibal Rosin , 251 - Jd. América",13670-970,Santa Rita do Passa Quatro,SP,3547502.0,Santa Rita do Passa Quatro,11.0
255,Fórum Santa Rosa de Viterbo,(16) 3954-9201,Não Informado,santarosaadm@tjsp.jus.br,Ribeirão Preto,1,Entrância Inicial,242.50 Km,220V,"Rua Francisco Carvalho de Andrade , 121 - Centro",14270-000,Santa Rosa de Viterbo,SP,3547601.0,Santa Rosa de Viterbo,41.0
256,Fórum I Santo Anastácio,(18) 3263-9601,(18) 3263-9602,santoanastacioadm@tjsp.jus.br,Presidente Venceslau,1,Entrância Inicial,543.10 Km,220V,"Praça Ataliba Leonel , 251 - Centro",19360-000,Santo Anastácio,SP,3547700.0,Santo Anastácio,28.0
257,Fórum Santo André I,(11) 4573-3333,Não Informado,santoandreadm@tjsp.jus.br,Santo André,21,Entrância Final,16.31 Km,110V,"Praça IV Centenário , 03 - Centro",09040-906,Santo André,SP,3547809.0,Santo André,3.0
258,Fórum Santos I,(13) 3346-5782,(13) 3346-5864,admsantos@tjsp.jus.br,Santos,14,Entrância Final,55.26 Km,220V,"Praça Patriarca José Bonifácio , s/nº - Centro",11013-190,Santos,SP,3548500.0,Santos,1.0
259,Fórum Santos II (Cível),(13) 3346-8923,Não Informado,Não Informado,Santos,13,Entrância Final,55.26 Km,220V,"Rua Bittencourt , 144 - Vila Nova",11013-300,Santos,SP,3548500.0,Santos,1.0
260,Fórum Santos III (Anexo),(13) 3346-8631,Não Informado,Não Informado,Santos,0,Entrância Final,55.26 Km,220V,"Avenida São Francisco , 242 - Centro",11013-202,Santos,SP,3548500.0,Santos,1.0
261,Fórum Juiz Francisco Chiaradia Netto - São Bento do Sapucaí,(12) 2138-2402,Não Informado,saobento@tjsp.jus.br,Taubaté,1,Entrância Inicial,132.99 Km,110V,"Rua Capitão Procópio Marcondes Azeredo , 43 - Centro",12490-000,São Bento do Sapucaí,SP,3548609.0,São Bento do Sapucaí,47.0
262,Fórum Ministro Nelson Hungria I,(11) 2845-9583,Não Informado,saobernardoadm@tjsp.jus.br,São Bernardo do Campo,22,Entrância Final,17.77 Km,110V,"Rua 23 de Maio , 107 - Vila Tereza",09606-000,São Bernardo do Campo,SP,3548708.0,São Bernardo do Campo,2.0
263,Fórum São Caetano do Sul I,(11) 3489-2506,Não Informado,saocaetanoadm@tjsp.jus.br,Santo André,8,Entrância Final,12.02 Km,110V,"Praça Doutor Joviano Pacheco de Aguirre , s/nº - Jardim São Caetano",09581-540,São Caetano do Sul,SP,3548807.0,São Caetano do Sul,3.0
264,Fórum São Carlos I - (Criminal),(16) 2107-2420,Não Informado,saocarlosadm@tjsp.jus.br,São Carlos,3,Entrância Final,213.29 Km,220V,"Rua Conde do Pinhal , 2061 - Centro",13560-648,São Carlos,SP,3548906.0,São Carlos,12.0
265,Fórum São Carlos II - (Civel),(16) 2106-8911,Não Informado,saocarlosadm@tjsp.jus.br,São Carlos,7,Entrância Final,213.29 Km,110V,"Rua Sorbone , 375 - Centreville",13560-760,São Carlos,SP,3548906.0,São Carlos,12.0
266,Fórum I Dr. Plínio Barreto,(19) 3366-2600,(19) 3633-1033,saojoaoadm@tjsp.jus.br,São João da Boa Vista,4,Entrância Final,176.35 Km,110V,"Avenida Doutor Octávio da Silva Bastos , 2.150 - Jardim Nova São João",13874-149,São João da Boa Vista,SP,3549102.0,São João da Boa Vista,50.0
267,Fórum São Joaquim da Barra I,Não Informado,Não Informado,sãojoaquimadm@tjsp.jus.br,Ituverava,2,Entrância Inicial,353.00 Km,110V,"Travessa Cleiton Zanini , 300 - Jardim Canadá",14600-000,São Joaquim da Barra,SP,3549409.0,São Joaquim da Barra,40.0
268,Fórum Jovino de Syllos - São José do Rio Pardo -,(19) 2181-1701,(19) 2181-1701,riopardoadm@tjsp.jus.br,Casa Branca,3,Entrância Inicial,218.59 Km,220V,"Praça dos Três Poderes , 03 - Centro",13720-000,São José do Rio Pardo,SP,3549706.0,São José do Rio Pardo,43.0
269,Fórum São José do Rio Preto I - (Central),(17) 3354-2613,(17) 3354-2616,Não Informado,São José do Rio Preto,7,Entrância Final,414.42 Km,110V,"Rua Marechal Deodoro da Fonseca , 3036 - Centro",15010-902,São José do Rio Preto,SP,3549805.0,São José do Rio Preto,16.0
270,Fórum São José dos Campos I (Principal),Não Informado,Não Informado,sjcamposadm@tjsp.jus.br,São José dos Campos,21,Entrância Final,86.77 Km,220V,"Avenida Salmão , 678 - Parque Residencial Aquarius",12246-260,São José dos Campos,SP,3549904.0,São José dos Campos,46.0
271,Promotor Francisco Esmeraldo de Melo,(12) 3671-7304,Não Informado,paraitingaadm@tjsp.jus.br,Taubaté,1,Entrância Inicial,140.10 Km,110V,"Via de Acesso Vereador José Adolfo Pinto de Souza , s/n - Várzea dos Passarinhos",12140-000,São Luiz do Paraitinga,SP,3550001.0,São Luiz do Paraitinga,47.0
272,"Fórum Desembargador ""Julio César de Faria""",Não Informado,Não Informado,saomanueladm@tjsp.jus.br,Botucatu,4,Entrância Inicial,217.70 Km,110V,"Rua Ettore Targa , s/nº - Centro",18652330,São Manuel,SP,3550100.0,São Manuel,23.0
273,"Fórum ""Desembargador Luiz Gonzaga de Campos Gouvêa""",(15) 3415-5556,Não Informado,smarcanjoadm@tjsp.jus.br,Itapetininga,1,Entrância Inicial,143.33 Km,220V,"Rua Bento França , 332 - Centro",18230-000,São Miguel Arcanjo,SP,3550209.0,São Miguel Arcanjo,22.0
274,"Fórum ""Francisco Mendes de Aguiar""",(19) 2182-5160,(19) 0000-0000,saopedroadm@tjsp.jus.br,Piracicaba,2,Entrância Inicial,171.57 Km,220V,"Praça Adolpho Bonifácio Bragaia , s/nº - Centro",13520-028,São Pedro,SP,3550407.0,São Pedro,34.0
275,Fórum São Roque I,(11) 2550-5292,Não Informado,saoroqueadm@tjsp.jus.br,Sorocaba,3,Entrância Intermediária,50.91 Km,110V,"Avenida John Fitzgerald Kennedy , 355 - Centro",18130-510,São Roque,SP,3550605.0,São Roque,19.0
276,Ed. Promotor Carlos Siqueira Neto,(12) 2163-1851,Não Informado,saosebastiaospadm@tjsp.jus.br,Caraguatatuba,4,Entrância Intermediária,127.07 Km,110V,"Rua Emídio Orselli , 333 - Varadouro",11611-627,São Sebastião,SP,3550704.0,São Sebastião,51.0
277,Fórum da Comarca de São Sebastião da Grama,(19) 3646-9601,Não Informado,gramaadm@tjsp.jus.br,Casa Branca,1,Entrância Inicial,205.14 Km,220V,"Praça São Sebastião , 126 - Centro",13790-000,São Sebastião da Grama,SP,3550803.0,São Sebastião da Grama,43.0
278,Fórum de São Simão,(16) 3984-9906,Não Informado,Não Informado,Ribeirão Preto,1,Entrância Inicial,248.51 Km,110V,"Rua 20 de Agosto , 258 - Centro",14200-000,São Simão,SP,3550902.0,São Simão,41.0
279,Fórum DR. ANTONIO FELICIANO,(13) 2102-6462,(13) 2102-6412,Não Informado,Santos,11,Entrância Final,52.40 Km,110V,"Rua Jacob Emerich , 1367 - Parque Bitarú",11310-906,São Vicente,SP,3551009.0,São Vicente,1.0
280,Fórum Serra Negra I - (Principal),(19) 3892-2364,Não Informado,Não Informado,Amparo,2,Entrância Inicial,104.29 Km,110V,"Praça Barão do Rio Branco , 71 - centro",13930-000,Serra Negra,SP,3551603.0,Serra Negra,54.0
281,Fórum Serrana,(16) 2569-2007,Não Informado,serranaadm@tjsp.jus.br,Ribeirão Preto,2,Entrância Inicial,277.96 Km,110V,"Avenida Habib Jabali , 500 - Jardim Boa Vista",14150-000,Serrana,SP,3551504.0,Serrana,41.0
282,Fórum Sertãozinho I,(16) 3521-1554,Não Informado,sertaozinhoadm@tjsp.jus.br,Ribeirão Preto,6,Entrância Final,301.98 Km,110V,"Avenida Pedro Strini , 71 - Jd. América",14160-260,Sertãozinho,SP,3551702.0,Sertãozinho,41.0
283,"Fórum ""Dr. Alfredo de Carvalho Pinto""",(19) 3955-9520,Não Informado,socorroadm@tjsp.jus.br,Amparo,2,Entrância Inicial,106.97 Km,110V,"Praça 9 de Julho , 222 - Centro",13960-000,Socorro,SP,3552106.0,Socorro,54.0
284,Fórum Sorocaba I - Ministro Piza e Almeida,Não Informado,Não Informado,sorocabaadm@tjsp.jus.br,Sorocaba,24,Entrância Final,83.96 Km,110V,"Rua 28 de Outubro , 691 - Alto da Boa Vista",18087-080,Sorocaba,SP,3552205.0,Sorocaba,19.0
285,Fórum Sumaré I,(19) 3309-2648,Não Informado,sumareadm@tjsp.jus.br,Americana,7,Entrância Final,103.32 Km,110V,"Rua Antonio de Carvalho , 170 - Centro",13170-901,Sumaré,SP,3552403.0,Sumaré,53.0
286,Fórum Suzano - Cível - Criminal - JEC.,Não Informado,Não Informado,admsuzano@tjsp.jus.br,Mogi das Cruzes,6,Entrância Final,33.13 Km,110V,"Avenida Paulo Portela , s/n - Jd. Paulista",08675-230,Suzano,SP,3552502.0,Suzano,45.0
287,Fórum Tabapuã,(17) 3562-9901,Não Informado,tabapuaadm@tjsp.jus.br,Catanduva,1,Entrância Inicial,378.58 Km,220V,"Rua Eugênio Ulian , 1265 - centro",15880-023,Tabapuã,SP,3552601.0,Tabapuã,15.0
288,Fórum Taboão da Serra I - (Principal),(11) 2844-1032,Não Informado,taboaoadm@tjsp.jus.br,Itapecerica da Serra,4,Entrância Final,13.35 Km,110V,"Rua Mario Latorre , 96 - Pq. Pinheiros",06767-230,Taboão da Serra,SP,3552809.0,Taboão da Serra,52.0
289,Fórum Tambaú,(19) 2184-5107,Não Informado,tambauadm@tjsp.jus.br,Casa Branca,1,Entrância Inicial,215.13 Km,220V,"Rua Campos Salles , 345 - Centro",13710-000,Tambaú,SP,3553302.0,Tambaú,43.0
290,Fórum Dr. Acrísio Pires Domingues,Não Informado,(17) 2221-5158,tanabiadm@tjsp.jus.br,São José do Rio Preto,2,Entrância Inicial,449.32 Km,110V,"Praça Stélio Machado Loureiro, , 273 - Centro",15170-000,Tanabi,SP,3553401.0,Tanabi,16.0
291,Fórum Taquaritinga I,(16) 3253-9840,Não Informado,taquaritingaadm@tjsp.jus.br,Jaboticabal,4,Entrância Inicial,305.93 Km,110V,"Rua Duque de Caxias , 267 - Centro",15900-017,Taquaritinga,SP,3553708.0,Taquaritinga,42.0
292,Fórum I Taquarituba - Joaquim Rodrigues,(14) 3762-8605,Não Informado,taquaritubaadm@tjsp.jus.br,Avaré,1,Entrância Inicial,265.85 Km,220V,"Avenida Coronel João Quintino , 137 - Centro",18740-000,Taquarituba,SP,3553807.0,Taquarituba,24.0
293,Fórum Tatuí I,(15) 2102-5548,(15) 2102-5548,tatuiadm@tjsp.jus.br,Itapetininga,5,Entrância Final,126.36 Km,110V,"Avenida Virginio Montezzo Filho , 2009 - Nova Tatui",18278-440,Tatuí,SP,3554003.0,Tatuí,22.0
294,Fórum Taubaté I - (Criminal),(12) 2124-9105,Não Informado,Não Informado,Taubaté,4,Entrância Final,124.73 Km,110V,"Praça Monsenhor Silva Barros , s/n - Centro",12020-070,Taubaté,SP,3554102.0,Taubaté,47.0
295,Fórum Cível da Comarca de Taubaté,Não Informado,Não Informado,taubateadm@tjsp.jus.br,Taubaté,6,Entrância Final,124.73 Km,110V,"Rua José Licurgo Indiani , s/n - Jardim Maria Augusta",12070-070,Taubaté,SP,3554102.0,Taubaté,47.0
296,Prédio I - Teodoro Sampaio,(18) 3282-1555,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Manoel Ramos Gonçalves , 573 - VILA SÃO PAULO",19280-000,Teodoro Sampaio,SP,,,
297,Fórum Tietê,Não Informado,Não Informado,tieteadm@tjsp.jus.br,Piracicaba,2,Entrância Inicial,120.81 Km,220V,"Av. XI de Agosto , 130 - centro",18530-000,Tietê,SP,3554508.0,Tietê,34.0
298,"""Desembargador Jurandyr Nilsson""",(12) 2125-7370,Não Informado,tremembeadm@tjsp.jus.br,Taubaté,2,Entrância Inicial,128.97 Km,110V,"Rua Costa Cabral , 1183 - Centro",12120-013,Tremembé,SP,3554805.0,Tremembé,47.0
299,Fórum Tupã I,Não Informado,Não Informado,tupaadm@tjsp.jus.br,Tupã,6,Entrância Final,436.22 Km,220V,"Rua Colômbia , 200 - Jardim América",17605-900,Tupã,SP,3555000.0,Tupã,30.0
300,Fórum I Tupi Paulista,(18) 3851-9801,Não Informado,Não Informado,Dracena,2,Entrância Inicial,561.35 Km,110V,"Rua Tiradentes , 877 - centro",17930-000,Tupi Paulista,SP,3555109.0,Tupi Paulista,29.0
301,Fórum Ubatuba - Des. Joaquim de Syllus Cintra,(12) 2138-5902,Não Informado,ubatubaadm@tjsp.jus.br,Caraguatatuba,4,Entrância Intermediária,160.09 Km,110V,"Rua Sérgio Lucindo da Silva , 571 - Estufa II",11689-416,Ubatuba,SP,3555406.0,Ubatuba,51.0
302,Fórum da Comarca de Urânia I,(17) 3634-1800,Não Informado,uraniaadm@tjsp.jus.br,Jales,2,Entrância Inicial,552.82 Km,110V,"Avenida Barão do Rio Branco , 818 - Centro",15760-000,Urânia,SP,3555802.0,Urânia,55.0
303,Fórum Urupês,(17) 3552-8524,(17) 3552-8524,urupesadm@tjsp.jus.br,Catanduva,1,Entrância Inicial,377.48 Km,220V,"Praça Jardim Bela Vista , s/n - Jardim Bela Vista",15850-019,Urupês,SP,3556008.0,Urupês,15.0
