id_municipio,id_municipio_tjsp,municipio_tjsp,municipio_corrigido,raj,comarca_tjsp,comarca_sede,unidades
3507001,6582,Boituva,Boituva,10ª RAJ Sorocaba,Boituva,1,Fórum Boituva III - Anexo Fiscal/Setor Técnico
3507001,6582,Boituva,Boituva,10ª RAJ Sorocaba,Boituva,1,Fórum Boituva IV  (UAAJ - Juizado Especial - Iperó)
3507001,6582,Boituva,Boituva,10ª RAJ Sorocaba,Boituva,1,Fórum Boituva V - (Arquivo JEC)
3507001,6582,Boituva,Boituva,10ª RAJ Sorocaba,Boituva,1,Fórum Boituva VI - (CEJUSC)
3507001,6582,Boituva,Boituva,10ª RAJ Sorocaba,Boituva,1,Fórum Boituva VII - (CEJUSC)
3507100,6583,Bom Jesus dos Perdões,Bom Jesus dos Perdões,4ª RAJ Campinas,Nazaré Paulista,0,FÓRUM DESEMBARGADOR SEBASTIÃO DA SILVA PINTO
3507159,6584,Bom Sucesso de Itararé,Bom Sucesso de Itararé,10ª RAJ Sorocaba,Itararé,0,Fórum Itararé (Dr. Antônio José Luciano Vieira)
3507209,6585,Borá,Borá,5ª RAJ Presidente Prudente,Paraguaçu Paulista,0,Fórum Paraguaçu Paulista
3507308,6586,Boracéia,Boracéia,3ª RAJ Bauru,Pederneiras,0,Fórum Pederneiras I
3507308,6586,Boracéia,Boracéia,3ª RAJ Bauru,Pederneiras,0,Fórum Pederneiras II (CEJUSC)
3507308,6586,Boracéia,Boracéia,3ª RAJ Bauru,Pederneiras,0,Fórum Pederneiras III (Arquivo Geral de Móveis)
3507407,6587,Borborema,Borborema,6ª RAJ Ribeirão Preto,Borborema,1,"Fórum ""Desembargador Antonio Luis Chaves Camargo"""
3507407,6587,Borborema,Borborema,6ª RAJ Ribeirão Preto,Borborema,1,Forum de Borborema - Juizado Especial Civel e Criminal
3507456,6588,Borebi,Borebi,3ª RAJ Bauru,Lençóis Paulista,0,Fórum Lençóis Paulista I - (Octávio Pinheiro Brizola)
3507456,6588,Borebi,Borebi,3ª RAJ Bauru,Lençóis Paulista,0,Setor das Execuções Fiscais da Comarca de Lençóis Paulista
3507456,6588,Borebi,Borebi,3ª RAJ Bauru,Lençóis Paulista,0,Centro Judiciário de Solução de Conflitos e Cidadania da Comarca de Lençóis Pta.
3507506,6589,Botucatu,Botucatu,3ª RAJ Bauru,Botucatu,1,Fórum Desembargador Alcides de Almeida Ferrari
3507605,6590,Bragança Paulista,Bragança Paulista,4ª RAJ Campinas,Bragança Paulista,1,Fórum Bragança Paulista - Professor Waldemar Martins Ferreira
3507605,6590,Bragança Paulista,Bragança Paulista,4ª RAJ Campinas,Bragança Paulista,1,Fórum Bragança Paulista II - (Anexo Fiscal)
3507605,6590,Bragança Paulista,Bragança Paulista,4ª RAJ Campinas,Bragança Paulista,1,Fórum Bragança Paulista III - (CEJUSC)
3507704,6591,Braúna,Braúna,2ª RAJ Araçatuba,Penápolis,0,Fórum Penápolis I -
3507704,6591,Braúna,Braúna,2ª RAJ Araçatuba,Penápolis,0,Fórum Penápolis II - (Juizado Especial)
3507753,6592,Brejo Alegre,Brejo Alegre,2ª RAJ Araçatuba,Birigui,0,Fórum I Birigüi
3507753,6592,Brejo Alegre,Brejo Alegre,2ª RAJ Araçatuba,Birigui,0,Fórum II Birigui (Depósito)
3507803,6593,Brodowski,Brodowski,6ª RAJ Ribeirão Preto,Brodowski,1,Fórum I Brodowski
3507803,6593,Brodowski,Brodowski,6ª RAJ Ribeirão Preto,Brodowski,1,Fórum II Brodowski (CEJUSC)
3507902,6594,Brotas,Brotas,4ª RAJ Campinas,Brotas,1,Fórum Brotas - Desembargador Júlio D´Elboux Guimarães
3508009,6595,Buri,Buri,10ª RAJ Sorocaba,Buri,1,Fórum da Comarca de Buri
3508108,6596,Buritama,Buritama,2ª RAJ Araçatuba,Buritama,1,Fórum Buritama
3508207,6597,Buritizal,Buritizal,6ª RAJ Ribeirão Preto,Igarapava,0,"Fórum ""David Pimentel"""
3508306,6598,Cabrália Paulista,Cabrália Paulista,3ª RAJ Bauru,Duartina,0,Fórum Duartina
3508405,6599,Cabreúva,Cabreúva,10ª RAJ Sorocaba,Cabreúva,1,"Fórum ""Desembargador Geraldo de Faria Lemos Pinheiro"""
3508504,6600,Caçapava,Caçapava,9ª RAJ São José dos Campos,Caçapava,1,FÓRUM CAÇAPAVA - JUIZADO ESPECIAL / SERVIÇO PSICO SOCIAL - RUA CÔNEGO RODOVALHO
3508504,6600,Caçapava,Caçapava,9ª RAJ São José dos Campos,Caçapava,1,FORUM CAÇAPAVA - CRIMINAL / EXECUÇÃO FISCAL - RUA MARQUES DO HERVAL
3508504,6600,Caçapava,Caçapava,9ª RAJ São José dos Campos,Caçapava,1,FÓRUM CAÇAPAVA - CÍVEL / CEJUSC - PRAÇA DA BANDEIRA
3508603,6601,Cachoeira Paulista,Cachoeira Paulista,9ª RAJ São José dos Campos,Cachoeira Paulista,1,Ministro José Rodrigues Alves Sobrinho
3508603,6601,Cachoeira Paulista,Cachoeira Paulista,9ª RAJ São José dos Campos,Cachoeira Paulista,1,Cejusc
3508702,6602,Caconde,Caconde,6ª RAJ Ribeirão Preto,Caconde,1,Fórum Caconde  II -  (Juizado Especial Cível e Criminal)
3508702,6602,Caconde,Caconde,6ª RAJ Ribeirão Preto,Caconde,1,Fórum Caconde  III -  (CEJUSC - Tapiratiba)
3508702,6602,Caconde,Caconde,6ª RAJ Ribeirão Preto,Caconde,1,Fórum Caconde  IV -  (CEJUSC)
3508702,6602,Caconde,Caconde,6ª RAJ Ribeirão Preto,Caconde,1,Fórum Caconde I - (Dr. Antônio de Queiroz Filho)
3508801,6603,Cafelândia,Cafelândia,2ª RAJ Araçatuba,Cafelândia,1,Fórum Cafelândia I - (Principal)
3508801,6603,Cafelândia,Cafelândia,2ª RAJ Araçatuba,Cafelândia,1,Fórum Cafelândia II - (JEC e CEJUSC)
3508801,6603,Cafelândia,Cafelândia,2ª RAJ Araçatuba,Cafelândia,1,Fórum Cafelândia III - (JEC - UAAJ - JÚLIO MESQUITA )
3508900,6604,Caiabu,Caiabu,5ª RAJ Presidente Prudente,Regente Feijó,0,Fórum da Comarca de Regente Feijó I
3509007,6605,Caieiras,Caieiras,4ª RAJ Campinas,Caieiras,1,Fórum de Caieiras I
3509007,6605,Caieiras,Caieiras,4ª RAJ Campinas,Caieiras,1,Fórum de Caieiras II
3509106,6606,Caiuá,Caiuá,5ª RAJ Presidente Prudente,Presidente Epitácio,0,Fórum Presidente Epitácio
3509106,6606,Caiuá,Caiuá,5ª RAJ Presidente Prudente,Presidente Epitácio,0,Fórum Presidente Epitácio II (CEJUSC)
3509205,6607,Cajamar,Cajamar,4ª RAJ Campinas,Cajamar,1,Fórum I Cajamar - (Desembargador Marcos Nogueira Garcez)
3509205,6607,Cajamar,Cajamar,4ª RAJ Campinas,Cajamar,1,Fórum II Cajamar - (CEJUSC)
3509254,6608,Cajati,Cajati,7ª RAJ Santos,Jacupiranga,0,Fórum Jacupiranga I
3509304,6609,Cajobi,Cajobi,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia I - (Principal)
3509304,6609,Cajobi,Cajobi,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia II (3ª Vara)
3509304,6609,Cajobi,Cajobi,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia III - (Juizado Especial)
3509304,6609,Cajobi,Cajobi,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia IV - (Execução Fiscal)
3509304,6609,Cajobi,Cajobi,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia V - (CEJUSC)
3509304,6609,Cajobi,Cajobi,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia VI - (Anexo do JEC - UAAJ - CAJOBI)
3509403,6610,Cajuru,Cajuru,6ª RAJ Ribeirão Preto,Cajuru,1,Fórum Cajuru (Dr. Amaury Manço)
3509452,6611,Campina do Monte Alegre,Campina do Monte Alegre,10ª RAJ Sorocaba,Angatuba,0,Fórum I Angatuba
3509452,6611,Campina do Monte Alegre,Campina do Monte Alegre,10ª RAJ Sorocaba,Angatuba,0,Fórum II Angatuba (Residência Oficial)
3509502,6612,Campinas,Campinas,4ª RAJ Campinas,Campinas,1,Foro Regional de Vila Mimosa - Campinas (Des. Antonio Carlos A. Braga)
3509502,6612,Campinas,Campinas,4ª RAJ Campinas,Campinas,1,Fórum Campinas I - Palácio da Justiça
3509502,6612,Campinas,Campinas,4ª RAJ Campinas,Campinas,1,Fórum Campinas II - Cidade Judiciária
3509502,6612,Campinas,Campinas,4ª RAJ Campinas,Campinas,1,Posto de Atendimento de Inicial do Juizado Especial Cível de Campinas - UNISAL
3509502,6612,Campinas,Campinas,4ª RAJ Campinas,Campinas,1,Posto de Atendimento de Inicial do Juizado Especial Cível de Campinas FACAMP
3509502,6612,Campinas,Campinas,4ª RAJ Campinas,Campinas,1,Posto de Atendimento de Inicial do Juizado Especial Cível de Campinas - METROCAM
3509601,6613,Campo Limpo Paulista,Campo Limpo Paulista,4ª RAJ Campinas,Campo Limpo Paulista,1,Fórum de Campo Limpo Paulista
3509601,6613,Campo Limpo Paulista,Campo Limpo Paulista,4ª RAJ Campinas,Campo Limpo Paulista,1,Fórum de Campo Limpo Paulista (Anexo)
3509700,6614,Campos do Jordão,Campos do Jordão,9ª RAJ São José dos Campos,Campos do Jordão,1,Fórum Campos do Jordão I - (Des.José Carlos de Macedo Soares)
3509809,6615,Campos Novos Paulista,Campos Novos Paulista,5ª RAJ Presidente Prudente,Palmital,0,Fórum Dr. Ethayba Gilson Parahiba
3509908,6616,Cananéia,Cananéia,7ª RAJ Santos,Cananéia,1,Fórum Cananéia - JOAQUIM GUEDES ALCOFORADO
3509957,6617,Canas,Canas,9ª RAJ São José dos Campos,Lorena,0,Fórum Lorena
3509957,6617,Canas,Canas,9ª RAJ São José dos Campos,Lorena,0,Fórum Lorena II - (CEJUSC - Prédio do Mercado Municipal de Lorena)
3509957,6617,Canas,Canas,9ª RAJ São José dos Campos,Lorena,0,Fórum Lorena III - (Setor de Execução Fiscal)
3510005,6618,Cândido Mota,Cândido Mota,5ª RAJ Presidente Prudente,Cândido Mota,1,Fórum Cândido Mota
3510104,6619,Cândido Rodrigues,Cândido Rodrigues,6ª RAJ Ribeirão Preto,Taquaritinga,0,Fórum Taquaritinga I
3510104,6619,Cândido Rodrigues,Cândido Rodrigues,6ª RAJ Ribeirão Preto,Taquaritinga,0,Fórum Taquaritinga II (Anexo Fiscal / JECCrim / Central de Mandados)
3510104,6619,Cândido Rodrigues,Cândido Rodrigues,6ª RAJ Ribeirão Preto,Taquaritinga,0,Fórum Taquaritinga III ( CEJUSC )
3510153,6620,Canitar,Canitar,3ª RAJ Bauru,Chavantes,0,Fórum Chavantes
3510153,6620,Canitar,Canitar,3ª RAJ Bauru,Chavantes,0,Fórum (Segundo Prédio)
3510203,6621,Capão Bonito,Capão Bonito,10ª RAJ Sorocaba,Capão Bonito,1,Anexo do JEC - UAAJ - GUAPIARA
3510203,6621,Capão Bonito,Capão Bonito,10ª RAJ Sorocaba,Capão Bonito,1,Fórum da Comarca de Capão Bonito
3510302,6622,Capela do Alto,Capela do Alto,10ª RAJ Sorocaba,Tatuí,0,Fórum Tatuí I
3510302,6622,Capela do Alto,Capela do Alto,10ª RAJ Sorocaba,Tatuí,0,Fórum Tatuí II (Anexo do JEC - UAAJ de Capela do Alto)
3510401,6623,Capivari,Capivari,4ª RAJ Campinas,Capivari,1,Fórum Capivari
3510500,6624,Caraguatatuba,Caraguatatuba,9ª RAJ São José dos Campos,Caraguatatuba,1,Fórum Caraguatatuba
3510500,6624,Caraguatatuba,Caraguatatuba,9ª RAJ São José dos Campos,Caraguatatuba,1,Fórum Caraguatatuba II (Serviço Anexo das Fazendas)
3510500,6624,Caraguatatuba,Caraguatatuba,9ª RAJ São José dos Campos,Caraguatatuba,1,Fórum Caraguatatuba III (CEJUSC)
3510500,6624,Caraguatatuba,Caraguatatuba,9ª RAJ São José dos Campos,Caraguatatuba,1,Fórum Caraguatatuba IV (Central de Mandados e Arquivo)
3510609,6625,Carapicuíba,Carapicuíba,1ª RAJ Grande São Paulo,Carapicuíba,1,Fórum Carapicuíba I - (Des. Coaracy Lacerda Madureira)
3510609,6625,Carapicuíba,Carapicuíba,1ª RAJ Grande São Paulo,Carapicuíba,1,Fórum Carapicuíba II (Arquivo)
3510708,6626,Cardoso,Cardoso,8ª RAJ São José do Rio Preto,Cardoso,1,Fórum Cardoso
3510807,6627,Casa Branca,Casa Branca,6ª RAJ Ribeirão Preto,Casa Branca,1,Fórum I Casa Branca
3510807,6627,Casa Branca,Casa Branca,6ª RAJ Ribeirão Preto,Casa Branca,1,Fórum II Casa Branca (CEJUSC)
3510906,6628,Cássia dos Coqueiros,Cássia dos Coqueiros,6ª RAJ Ribeirão Preto,Cajuru,0,Fórum Cajuru (Dr. Amaury Manço)
3511003,6629,Castilho,Castilho,2ª RAJ Araçatuba,Andradina,0,Fórum Andradina I (Homero Rodrigues Silva)
3511003,6629,Castilho,Castilho,2ª RAJ Araçatuba,Andradina,0,Fórum Andradina II (SAF e JECC)
3511003,6629,Castilho,Castilho,2ª RAJ Araçatuba,Andradina,0,Fórum Andradina III - Anexo de Violência Doméstica e Grupo de Apoio Recursal
3511003,6629,Castilho,Castilho,2ª RAJ Araçatuba,Andradina,0,Fórum Andradina IV - CEJUSC de Andradina
3511003,6629,Castilho,Castilho,2ª RAJ Araçatuba,Andradina,0,Fórum Andradina V - Anexo do Juizado de Andradina - UAAJ - CASTILHO
3511102,6630,Catanduva,Catanduva,8ª RAJ São José do Rio Preto,Catanduva,1,"Fórum ""Dr. Renato Bueno Netto"""
3511102,6630,Catanduva,Catanduva,8ª RAJ São José do Rio Preto,Catanduva,1,Fórum Catanduva II - (Anexo Fiscal)
3511102,6630,Catanduva,Catanduva,8ª RAJ São José do Rio Preto,Catanduva,1,Fórum Catanduva III - (CEJUSC)
3511201,6631,Catiguá,Catiguá,8ª RAJ São José do Rio Preto,Tabapuã,0,Fórum Tabapuã
3511300,6632,Cedral,Cedral,8ª RAJ São José do Rio Preto,São José do Rio Preto,0,Fórum São José do Rio Preto I - (Central)
3511300,6632,Cedral,Cedral,8ª RAJ São José do Rio Preto,São José do Rio Preto,0,"Fórum São José do Rio Preto II - (Cível, Fazenda e DARAJ 8)"
3511300,6632,Cedral,Cedral,8ª RAJ São José do Rio Preto,São José do Rio Preto,0,"Fórum São José do Rio Preto III - (Família, JEC e Infância)"
3511409,6633,Cerqueira César,Cerqueira César,3ª RAJ Bauru,Cerqueira César,1,Fórum Cerqueira César
3511508,6634,Cerquilho,Cerquilho,4ª RAJ Campinas,Cerquilho,1,Fórum Cerquilho
3511607,6635,Cesário Lange,Cesário Lange,10ª RAJ Sorocaba,Cesário Lange,1,Fórum da Comarca de Cesário Lange
3511706,6636,Charqueada,Charqueada,4ª RAJ Campinas,Piracicaba,0,Fórum Piracicaba I - (Principal)
3511706,6636,Charqueada,Charqueada,4ª RAJ Campinas,Piracicaba,0,Fórum Piracicaba II - (Anexo Fiscal)
3511706,6636,Charqueada,Charqueada,4ª RAJ Campinas,Piracicaba,0,Fórum Piracicaba IV - (Psicossocial)
3511706,6636,Charqueada,Charqueada,4ª RAJ Campinas,Piracicaba,0,Fórum Piracicaba V - (CEJUSC)
3557204,7147,Chavantes,Chavantes,3ª RAJ Bauru,Chavantes,1,Fórum Chavantes
3557204,7147,Chavantes,Chavantes,3ª RAJ Bauru,Chavantes,1,Fórum (Segundo Prédio)
3511904,6637,Clementina,Clementina,2ª RAJ Araçatuba,Birigui,0,Fórum I Birigüi
3511904,6637,Clementina,Clementina,2ª RAJ Araçatuba,Birigui,0,Fórum II Birigui (Depósito)
3512001,6638,Colina,Colina,8ª RAJ São José do Rio Preto,Colina,1,Fórum Colina - Desembargador Alcides Faro
3512100,6639,Colômbia,Colômbia,8ª RAJ São José do Rio Preto,Barretos,0,Fórum Barretos - Prédio II (Cejusc e Colégio Recursal)
3512100,6639,Colômbia,Colômbia,8ª RAJ São José do Rio Preto,Barretos,0,Fórum I Barretos
3512100,6639,Colômbia,Colômbia,8ª RAJ São José do Rio Preto,Barretos,0,Fórum III Barretos (Anexo do Juizado Especial Cível - UNIFEB)
3512209,6640,Conchal,Conchal,4ª RAJ Campinas,Conchal,1,Fórum I Conchal
3512209,6640,Conchal,Conchal,4ª RAJ Campinas,Conchal,1,Fórum II Conchal (CEJUSC)
3512308,6641,Conchas,Conchas,3ª RAJ Bauru,Conchas,1,Fórum Conchas
3512308,6641,Conchas,Conchas,3ª RAJ Bauru,Conchas,1,Fórum Conchas III – (Anexo do Juizado - UAAJ - ANHEMBI)
3512308,6641,Conchas,Conchas,3ª RAJ Bauru,Conchas,1,Fórum Conchas IV – (Anexo do Juizado - UAAJ - PEREIRAS)
3512407,6642,Cordeirópolis,Cordeirópolis,4ª RAJ Campinas,Cordeirópolis,1,Fórum Cordeirópolis
3512506,6643,Coroados,Coroados,2ª RAJ Araçatuba,Birigui,0,Fórum I Birigüi
3512506,6643,Coroados,Coroados,2ª RAJ Araçatuba,Birigui,0,Fórum II Birigui (Depósito)
3512605,6644,Coronel Macedo,Coronel Macedo,3ª RAJ Bauru,Taquarituba,0,Fórum I Taquarituba - Joaquim Rodrigues
3512605,6644,Coronel Macedo,Coronel Macedo,3ª RAJ Bauru,Taquarituba,0,Fórum II Taquarituba (Residência Oficial)
3512704,6645,Corumbataí,Corumbataí,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro I - (Principal)
3512704,6645,Corumbataí,Corumbataí,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro II - (Criminal)
3512704,6645,Corumbataí,Corumbataí,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro III - JEC
3512704,6645,Corumbataí,Corumbataí,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro IV - (Arquivo Geral)
3512704,6645,Corumbataí,Corumbataí,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro V - (Estacionamento)
3512704,6645,Corumbataí,Corumbataí,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro VI - (Anexo do JEC - UAAJ - IPEÚNA)
3512803,6646,Cosmópolis,Cosmópolis,4ª RAJ Campinas,Cosmópolis,1,Desembargador Rubens Andrade de Noronha
3512902,6647,Cosmorama,Cosmorama,8ª RAJ São José do Rio Preto,Tanabi,0,Fórum Dr. Acrísio Pires Domingues
3512902,6647,Cosmorama,Cosmorama,8ª RAJ São José do Rio Preto,Tanabi,0,Fórum Tanabi (Juizado Especial Cível e Criminal)
3513009,6648,Cotia,Cotia,1ª RAJ Grande São Paulo,Cotia,1,Fórum Cotia I - Theodomiro Dias
3513009,6648,Cotia,Cotia,1ª RAJ Grande São Paulo,Cotia,1,Fórum Cotia II - Arquivo
3513108,6649,Cravinhos,Cravinhos,6ª RAJ Ribeirão Preto,Cravinhos,1,Fórum I Cravinhos
3513108,6649,Cravinhos,Cravinhos,6ª RAJ Ribeirão Preto,Cravinhos,1,Fórum II Cravinhos (Residência Oficial)
3513207,6650,Cristais Paulista,Cristais Paulista,6ª RAJ Ribeirão Preto,Franca,0,Fórum I de Franca
3513207,6650,Cristais Paulista,Cristais Paulista,6ª RAJ Ribeirão Preto,Franca,0,Fórum II de Franca (CEJUSC)
3513207,6650,Cristais Paulista,Cristais Paulista,6ª RAJ Ribeirão Preto,Franca,0,Fórum III de Franca (CEJUSC - Posto)
3513207,6650,Cristais Paulista,Cristais Paulista,6ª RAJ Ribeirão Preto,Franca,0,Fórum IV de Franca (Anexo do JEC - UNESP)
3513207,6650,Cristais Paulista,Cristais Paulista,6ª RAJ Ribeirão Preto,Franca,0,Fórum V de Franca (CEJUSC - 5ª Cia do 15º BPM-I)
3513306,6651,Cruzália,Cruzália,5ª RAJ Presidente Prudente,Maracaí,0,Fórum Desembargador Joaquim Bandeira de Mello
3513306,6651,Cruzália,Cruzália,5ª RAJ Presidente Prudente,Maracaí,0,Fórum Maracaí II - Juizado Especial Cível e Criminal e CEJUSC
3513306,6651,Cruzália,Cruzália,5ª RAJ Presidente Prudente,Maracaí,0,Fórum Maracaí III - Anexo do Ofício  - Seção Criminal
3513405,6652,Cruzeiro,Cruzeiro,9ª RAJ São José dos Campos,Cruzeiro,1,Fórum I Cruzeiro
3513405,6652,Cruzeiro,Cruzeiro,9ª RAJ São José dos Campos,Cruzeiro,1,Fórum II Cruzeiro (Residência Oficial)
3513405,6652,Cruzeiro,Cruzeiro,9ª RAJ São José dos Campos,Cruzeiro,1,Fórum III Cruzeiro (Posto do CEJUSC)
3513405,6652,Cruzeiro,Cruzeiro,9ª RAJ São José dos Campos,Cruzeiro,1,Fórum IV Cruzeiro (Execuções Fiscais)
3513504,6653,Cubatão,Cubatão,7ª RAJ Santos,Cubatão,1,Fórum Cubatão - I
3513504,6653,Cubatão,Cubatão,7ª RAJ Santos,Cubatão,1,Fórum Cubatão - II
3513603,6654,Cunha,Cunha,9ª RAJ São José dos Campos,Cunha,1,Fórum I Cunha (Desembargador Hildebrando Dantas de Freitas)
3513702,6655,Descalvado,Descalvado,6ª RAJ Ribeirão Preto,Descalvado,1,FÓRUM DA COMARCA DE DESCALVADO
3513801,6656,Diadema,Diadema,1ª RAJ Grande São Paulo,Diadema,1,Fórum Diadema - Cível
3513801,6656,Diadema,Diadema,1ª RAJ Grande São Paulo,Diadema,1,Fórum Diadema - Criminal
3513801,6656,Diadema,Diadema,1ª RAJ Grande São Paulo,Diadema,1,Fórum Diadema - Juizado Especial Cível
3513801,6656,Diadema,Diadema,1ª RAJ Grande São Paulo,Diadema,1,Fórum Diadema (CEJUSC)
3513801,6656,Diadema,Diadema,1ª RAJ Grande São Paulo,Diadema,1,Fórum Diadema - Fazenda Pública
3513850,6657,Dirce Reis,Dirce Reis,2ª RAJ Araçatuba,Jales,0,"FÓRUM ""DR. JOVIANO PACHECO AGUIRRE"" - JALES"
3513850,6657,Dirce Reis,Dirce Reis,2ª RAJ Araçatuba,Jales,0,FÓRUM JALES - PRÉDIO III (CEJUSC)
3513850,6657,Dirce Reis,Dirce Reis,2ª RAJ Araçatuba,Jales,0,FÓRUM JALES - PRÉDIO IV (UDAJ - UNIJALES)
3513850,6657,Dirce Reis,Dirce Reis,2ª RAJ Araçatuba,Jales,0,FÓRUM JALES - PRÉDIO II
3513900,6658,Divinolândia,Divinolândia,6ª RAJ Ribeirão Preto,São Sebastião da Grama,0,Fórum da Comarca de São Sebastião da Grama
3513900,6658,Divinolândia,Divinolândia,6ª RAJ Ribeirão Preto,São Sebastião da Grama,0,Fórum da Comarca de São Sebastião da Grama
3513900,6658,Divinolândia,Divinolândia,6ª RAJ Ribeirão Preto,São Sebastião da Grama,0,Fórum da Comarca de São Sebastião da Grama (JEC)
3514007,6659,Dobrada,Dobrada,6ª RAJ Ribeirão Preto,Matão,0,Fórum I Matão
3514106,6660,Dois Córregos,Dois Córregos,3ª RAJ Bauru,Dois Córregos,1,Fórum Dois Córregos
3514106,6660,Dois Córregos,Dois Córregos,3ª RAJ Bauru,Dois Córregos,1,Fórum Dois Córregos II (Residência Oficial)
3514205,6661,Dolcinópolis,Dolcinópolis,8ª RAJ São José do Rio Preto,Estrela dOeste,0,Fórum Estrela D'Oeste
3514304,6662,Dourado,Dourado,6ª RAJ Ribeirão Preto,Ribeirão Bonito,0,Fórum I Ribeirão Bonito
3514403,6663,Dracena,Dracena,5ª RAJ Presidente Prudente,Dracena,1,Fórum Dracena I - (Principal)
3514403,6663,Dracena,Dracena,5ª RAJ Presidente Prudente,Dracena,1,Fórum Dracena II - (Residência Oficial)
3514403,6663,Dracena,Dracena,5ª RAJ Presidente Prudente,Dracena,1,Fórum Dracena III - (CEJUSC)
3514403,6663,Dracena,Dracena,5ª RAJ Presidente Prudente,Dracena,1,Fórum Dracena V - (CEJUSC - POSTO AVANÇADO - 1ª CIA - PM)
3514502,6664,Duartina,Duartina,3ª RAJ Bauru,Duartina,1,Fórum Duartina
3514601,6665,Dumont,Dumont,6ª RAJ Ribeirão Preto,Sertãozinho,0,Fórum Sertãozinho I
3514601,6665,Dumont,Dumont,6ª RAJ Ribeirão Preto,Sertãozinho,0,Fórum Sertãozinho II - CEJUSC / SEF
3514700,6666,Echaporã,Echaporã,5ª RAJ Presidente Prudente,Assis,0,Fórum Assis I - Dr. José Claudino de Oliveira Dias
3514700,6666,Echaporã,Echaporã,5ª RAJ Presidente Prudente,Assis,0,Fórum Assis II - (Vara da Fazenda Pública)
3514700,6666,Echaporã,Echaporã,5ª RAJ Presidente Prudente,Assis,0,Fórum Assis III - (Juizado Especial Cível e Criminal)
3514700,6666,Echaporã,Echaporã,5ª RAJ Presidente Prudente,Assis,0,Fórum Assis IV - (CEJUSC - ACIA)
3514809,6667,Eldorado,Eldorado,7ª RAJ Santos,Eldorado,1,Fórum Eldorado Paulista I
3514908,6668,Elias Fausto,Elias Fausto,4ª RAJ Campinas,Monte Mor,0,Fórum Desembargador Antonio Garrigós Vinhaes
3514924,6669,Elisiário,Elisiário,8ª RAJ São José do Rio Preto,Catanduva,0,"Fórum ""Dr. Renato Bueno Netto"""
3514924,6669,Elisiário,Elisiário,8ª RAJ São José do Rio Preto,Catanduva,0,Fórum Catanduva II - (Anexo Fiscal)
3514924,6669,Elisiário,Elisiário,8ª RAJ São José do Rio Preto,Catanduva,0,Fórum Catanduva III - (CEJUSC)
3514957,6670,Embaúba,Embaúba,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia I - (Principal)
3514957,6670,Embaúba,Embaúba,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia II (3ª Vara)
3514957,6670,Embaúba,Embaúba,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia III - (Juizado Especial)
3514957,6670,Embaúba,Embaúba,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia IV - (Execução Fiscal)
3514957,6670,Embaúba,Embaúba,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia V - (CEJUSC)
3514957,6670,Embaúba,Embaúba,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia VI - (Anexo do JEC - UAAJ - CAJOBI)
3515004,6671,Embu das Artes,Embu das Artes,1ª RAJ Grande São Paulo,Embu das Artes,1,Fórum Desembargador Gilberto Valente da Silva - Comarca de Embu das Artes
3515103,6672,Embu-Guaçu,Embu-Guaçu,1ª RAJ Grande São Paulo,Embu-Guaçu,1,Fórum Embu-Guaçu
3515129,6673,Emilianópolis,Emilianópolis,5ª RAJ Presidente Prudente,Presidente Bernardes,0,Fórum Ministro Pedro Lessa
3515129,6673,Emilianópolis,Emilianópolis,5ª RAJ Presidente Prudente,Presidente Bernardes,0,Fórum Presidente Bernardes (CEJUSC)
3515152,6674,Engenheiro Coelho,Engenheiro Coelho,4ª RAJ Campinas,Artur Nogueira,0,Fórum Artur Nogueira
3515152,6674,Engenheiro Coelho,Engenheiro Coelho,4ª RAJ Campinas,Artur Nogueira,0,Fórum Artur Nogueira (CEJUSC)
3515186,6675,Espírito Santo do Pinhal,Espírito Santo do Pinhal,4ª RAJ Campinas,Espírito Santo do Pinhal,1,Fórum Espírito Santo do Pinhal I
3515186,6675,Espírito Santo do Pinhal,Espírito Santo do Pinhal,4ª RAJ Campinas,Espírito Santo do Pinhal,1,Fórum Espírito Santo do Pinhal II - Arq.Geral/Cart. Eleitoral/Ass. Social
3515186,6675,Espírito Santo do Pinhal,Espírito Santo do Pinhal,4ª RAJ Campinas,Espírito Santo do Pinhal,1,Fórum Espírito Santo do Pinhal III (CEJUSC)
